blue_gold,red_gold,blue_cs,red_cs,blue_kills,red_kills,blue_deaths,red_deaths,blue_assists,red_assists,blue_dragons,red_dragons,blue_wards_placed,red_wards_placed,blue_wards_killed,red_wards_killed,blue_towerplates,red_towerplates,first_blood_blue,first_blood_red,first_dragon_blue,first_dragon_red,first_tower_blue,first_tower_red,gold_diff,cs_diff,kill_diff,death_diff,assist_diff,herald_diff,wards_placed_diff,wards_killed_diff,towerplates_diff,blue_mean_level,red_mean_level,diff_mean_level,blue_level7_count,red_level7_count,diff_level7_count,target
15209,17711,268,280,5,9,9,5,5,13,0,0,87,15,3,5,0,1,0,1,0,0,0,0,-2502,-12,-4,4,-8,0,72,-2,-1,25.4,41.2,-15.8,3,4,-1,0
14557,16749,255,287,5,7,7,5,9,11,0,0,117,37,14,2,0,0,0,1,0,0,0,0,-2192,-32,-2,2,-2,0,80,12,0,35.6,36.6,-1,5,5,0,0
15065,16642,243,271,5,7,7,5,5,7,0,0,11,33,5,2,1,1,1,0,0,0,0,0,-1577,-28,-2,2,-2,0,-22,3,0,33.4,48,-14.6,2,4,-2,0
14577,14234,220,266,5,3,3,5,6,6,0,0,12,207,0,2,2,1,1,0,0,0,0,0,343,-46,2,-2,0,0,-195,-2,1,26.8,17.6,9.2,3,4,-1,1
15503,15358,268,239,6,7,7,6,5,7,0,1,18,14,3,3,0,1,0,1,0,1,0,0,145,29,-1,1,-2,0,4,0,-1,86.6,46.6,40,5,4,1,0
15066,15627,284,259,5,5,5,5,2,5,0,0,155,13,4,3,1,1,1,0,0,0,0,0,-561,25,0,0,-3,0,142,1,0,19.4,18.4,1,3,4,-1,0
14501,16056,272,281,2,7,7,2,2,5,0,0,16,55,4,2,2,1,0,1,0,0,0,0,-1555,-9,-5,5,-3,0,-39,2,1,12.6,29.6,-17,3,3,0,0
15174,15088,287,282,4,4,4,4,6,6,0,1,14,63,3,4,0,0,1,0,0,1,0,0,86,5,0,0,0,0,-49,-1,0,59.6,16.2,43.4,3,3,0,1
15964,15604,253,253,8,6,6,8,5,8,0,0,40,19,6,1,1,1,1,0,0,0,0,0,360,0,2,-2,-3,0,21,5,0,73.8,11.2,62.6,4,4,0,1
16135,15783,229,262,7,6,6,7,9,6,1,0,14,30,2,2,0,1,0,1,1,0,0,0,352,-33,1,-1,3,0,-16,0,-1,48.8,12.8,36,5,3,2,1
14506,14412,272,276,4,3,3,4,2,3,0,0,16,19,3,6,1,1,1,0,0,0,0,0,94,-4,1,-1,-1,0,-3,-3,0,15.2,33.2,-18,4,5,-1,0
15916,14239,284,295,7,1,1,7,8,1,1,0,25,13,1,5,1,0,1,0,1,0,0,0,1677,-11,6,-6,7,0,12,-4,1,20,17,3,5,5,0,1
16336,15231,249,259,8,6,7,8,13,5,0,0,15,31,5,4,0,2,0,1,0,0,0,0,1105,-10,2,-1,8,0,-16,1,-2,76.8,30,46.8,4,5,-1,1
17516,13831,269,250,10,2,2,10,14,1,0,0,24,14,5,4,1,1,1,0,0,0,0,0,3685,19,8,-8,13,0,10,1,0,115.4,62.4,53,4,3,1,0
14712,15829,246,279,4,6,6,4,6,6,0,0,19,17,0,4,0,1,0,1,0,0,0,0,-1117,-33,-2,2,0,0,2,-4,-1,50.6,94.2,-43.6,4,5,-1,0
14858,16499,249,281,5,7,7,5,5,6,0,0,15,41,1,5,1,3,1,0,0,0,0,0,-1641,-32,-2,2,-1,0,-26,-4,-2,53.4,43,10.4,4,4,0,0
17433,14324,230,205,12,6,6,12,22,7,0,1,23,18,2,1,1,0,0,1,0,1,0,0,3109,25,6,-6,15,0,5,1,1,102.6,63.8,38.8,5,5,0,1
16862,15676,251,277,9,5,5,9,14,4,0,0,16,37,2,2,0,2,0,1,0,0,0,0,1186,-26,4,-4,10,0,-21,0,-2,87.2,176,-88.8,4,3,1,1
13730,15119,257,229,2,7,7,2,1,10,0,0,17,21,5,3,0,0,0,1,0,0,0,0,-1389,28,-5,5,-9,0,-4,2,0,47.6,44.6,3,2,4,-2,1
12823,16464,245,270,1,7,7,1,0,10,0,1,38,17,1,7,1,2,0,1,0,1,0,0,-3641,-25,-6,6,-10,0,21,-6,-1,62.6,37.8,24.8,3,5,-2,0
15107,14195,305,273,3,2,2,3,2,3,0,0,21,15,2,2,1,0,0,1,0,0,0,0,912,32,1,-1,-1,0,6,0,1,58.2,76,-17.8,4,4,0,0
13253,17592,251,289,2,9,9,2,4,9,0,1,15,15,4,2,0,3,1,0,0,1,0,0,-4339,-38,-7,7,-5,0,0,2,-3,17,54.4,-37.4,4,4,0,0
14879,13958,269,291,5,1,1,5,7,0,0,1,16,18,6,2,0,2,1,0,0,1,0,0,921,-22,4,-4,7,0,-2,4,-2,18.2,41.2,-23,5,3,2,0
13876,13648,274,301,2,0,0,2,2,0,0,1,25,19,3,5,0,2,1,0,0,1,0,0,228,-27,2,-2,2,0,6,-2,-2,20.4,167.8,-147.4,3,5,-2,1
17314,16123,273,237,10,7,7,10,7,13,1,0,18,13,4,3,1,0,1,0,1,0,0,0,1191,36,3,-3,-6,0,5,1,1,170.2,18.2,152,3,2,1,1
15102,14985,253,241,6,6,6,6,6,6,0,1,21,20,0,3,1,1,0,1,0,1,0,0,117,12,0,0,0,0,1,-3,0,9.4,90.6,-81.2,2,2,0,0
15904,15526,255,295,7,5,5,7,11,5,0,0,14,17,0,5,0,0,1,0,0,0,0,0,378,-40,2,-2,6,0,-3,-5,0,58.8,11.4,47.4,5,3,2,0
14505,13862,294,282,2,1,1,2,2,1,1,0,20,18,5,6,1,1,1,0,1,0,0,0,643,12,1,-1,1,0,2,-1,0,22,65.8,-43.8,5,5,0,0
15814,13913,268,257,7,3,3,7,4,2,0,0,17,17,2,2,3,1,1,0,0,0,0,0,1901,11,4,-4,2,0,0,0,2,54.2,38.2,16,4,4,0,1
15885,14558,257,228,6,5,5,6,7,7,0,0,129,36,3,4,2,0,1,0,0,0,0,0,1327,29,1,-1,0,0,93,-1,2,14,24,-10,4,4,0,1
13107,14218,280,280,0,3,3,0,0,5,0,0,15,14,1,2,0,0,0,1,0,0,0,0,-1111,0,-3,3,-5,0,1,-1,0,7.8,19.8,-12,2,3,-1,0
14499,13991,246,272,4,3,3,4,4,1,0,0,16,163,1,4,0,0,0,1,0,0,0,0,508,-26,1,-1,3,0,-147,-3,0,47.6,16.8,30.8,4,5,-1,1
15603,14546,255,279,7,4,4,7,7,2,0,1,13,13,3,3,0,0,0,1,0,1,0,0,1057,-24,3,-3,5,0,0,0,0,33.6,47,-13.4,5,5,0,1
13659,15259,270,304,1,3,3,1,2,8,0,0,24,17,1,3,0,0,0,1,0,0,0,0,-1600,-34,-2,2,-6,0,7,-2,0,41.2,33.6,7.6,3,2,1,0
15526,13824,246,247,8,2,2,8,8,3,1,0,18,20,2,1,0,0,1,0,1,0,0,0,1702,-1,6,-6,5,0,-2,1,0,26.4,13.4,13,3,4,-1,1
14021,17191,286,254,3,10,10,3,0,10,0,0,16,53,2,4,1,1,0,1,0,0,0,0,-3170,32,-7,7,-10,0,-37,-2,0,76.2,21,55.2,4,4,0,0
14068,14171,286,269,2,2,2,2,1,2,1,0,15,17,4,5,0,0,1,0,1,0,0,0,-103,17,0,0,-1,0,-2,-1,0,38,32,6,4,4,0,0
12915,16824,223,256,2,9,9,2,6,17,0,1,16,16,1,5,0,0,0,1,0,1,0,0,-3909,-33,-7,7,-11,0,0,-4,0,11.4,7,4.4,4,2,2,1
15067,15428,243,267,5,5,5,5,5,6,0,1,16,14,3,2,2,1,1,0,0,1,0,0,-361,-24,0,0,-1,0,2,1,1,46.2,42.2,4,3,3,0,0
16313,14220,285,286,6,3,3,6,9,0,0,0,18,12,2,1,0,0,0,1,0,0,0,0,2093,-1,3,-3,9,0,6,1,0,17.6,31.4,-13.8,5,5,0,1
15299,14784,286,254,4,5,5,4,4,5,0,0,18,17,4,2,1,0,0,1,0,0,0,0,515,32,-1,1,-1,0,1,2,1,181.8,4.8,177,5,1,4,0
15807,14174,242,220,7,4,4,7,10,8,0,0,20,16,4,4,2,0,1,0,0,0,0,0,1633,22,3,-3,2,0,4,0,2,59.6,9.2,50.4,4,2,2,1
14793,14810,288,272,3,4,4,4,2,11,0,0,19,24,2,3,1,1,0,1,0,0,0,0,-17,16,-1,0,-9,0,-5,-1,0,72.4,76,-3.6,3,4,-1,0
14317,15411,226,274,4,5,5,4,9,8,1,0,12,19,5,1,0,3,0,1,1,0,0,0,-1094,-48,-1,1,1,0,-7,4,-3,62,14.4,47.6,4,4,0,1
15704,15892,279,261,6,7,7,6,11,14,0,1,16,15,4,3,0,0,1,0,0,1,0,0,-188,18,-1,1,-3,0,1,1,0,19.6,16,3.6,2,3,-1,1
16424,16517,215,254,8,9,9,8,12,10,0,0,19,106,0,1,2,4,0,1,0,0,0,0,-93,-39,-1,1,2,0,-87,-1,-2,52.8,41,11.8,3,5,-2,0
16776,13808,301,228,6,3,3,6,6,3,0,1,16,15,4,0,1,0,0,1,0,1,0,0,2968,73,3,-3,3,0,1,4,1,18.2,42.2,-24,3,4,-1,1
15162,16012,237,267,6,8,8,6,10,9,1,0,37,16,5,3,0,0,1,0,1,0,0,0,-850,-30,-2,2,1,0,21,2,0,183.4,123.2,60.2,3,3,0,0
14531,18299,239,300,5,9,9,5,7,15,0,0,23,111,1,4,0,1,1,0,0,0,0,0,-3768,-61,-4,4,-8,0,-88,-3,-1,15.8,41.4,-25.6,4,4,0,0
16342,14803,301,298,7,3,3,7,6,4,0,1,21,17,5,3,0,0,1,0,0,1,0,0,1539,3,4,-4,2,0,4,2,0,76.6,47.2,29.4,4,5,-1,1
14073,16387,229,262,3,9,9,3,4,15,0,1,35,19,5,6,0,0,0,1,0,1,0,0,-2314,-33,-6,6,-11,0,16,-1,0,17.6,43,-25.4,4,4,0,0
14503,13533,282,274,2,1,1,2,2,1,0,0,16,16,3,2,2,1,0,1,0,0,0,0,970,8,1,-1,1,0,0,1,1,121.2,68.4,52.8,4,5,-1,1
16006,15799,284,250,7,7,7,7,7,9,0,0,116,18,6,4,1,0,0,1,0,0,0,0,207,34,0,0,-2,0,98,2,1,38.4,47.2,-8.8,4,4,0,0
15501,14657,277,281,6,3,3,6,3,4,0,0,16,20,5,5,0,0,1,0,0,0,0,0,844,-4,3,-3,-1,0,-4,0,0,14.4,10.6,3.8,4,3,1,0
15542,16357,255,243,5,9,9,5,6,6,0,0,32,16,1,2,2,0,0,1,0,0,0,0,-815,12,-4,4,0,0,16,-1,2,77.8,32.6,45.2,5,5,0,1
14799,14035,246,250,5,3,3,5,6,4,0,0,16,15,2,3,0,1,1,0,0,0,0,0,764,-4,2,-2,2,0,1,-1,-1,110.8,24.6,86.2,5,4,1,0
14269,15042,245,266,4,4,4,4,3,7,0,0,15,32,2,2,0,1,0,1,0,0,0,0,-773,-21,0,0,-4,0,-17,0,-1,52.4,17,35.4,2,5,-3,0
14354,16347,213,259,6,8,8,6,11,7,0,0,17,16,4,4,0,1,1,0,0,0,0,0,-1993,-46,-2,2,4,0,1,0,-1,23.2,25.8,-2.6,3,3,0,0
14339,15827,278,288,3,5,5,3,2,5,0,0,15,114,1,2,1,1,1,0,0,0,0,0,-1488,-10,-2,2,-3,0,-99,-1,0,45.6,28,17.6,4,3,1,1
14191,14282,258,275,3,3,3,3,3,4,0,0,20,10,1,5,0,0,0,1,0,0,0,0,-91,-17,0,0,-1,0,10,-4,0,48.6,38.4,10.2,3,3,0,0
15120,15721,271,278,5,6,6,5,5,4,1,0,13,17,7,4,0,1,0,1,1,0,0,0,-601,-7,-1,1,1,0,-4,3,-1,17,25,-8,4,5,-1,0
15611,15379,274,257,5,6,6,5,7,6,1,0,18,37,7,2,1,0,1,0,1,0,0,0,232,17,-1,1,1,0,-19,5,1,112.6,13.4,99.2,4,4,0,0
15103,12900,286,238,4,1,1,4,9,1,1,0,25,34,4,2,0,0,1,0,1,0,0,0,2203,48,3,-3,8,0,-9,2,0,17,12,5,3,3,0,1
14736,16329,279,294,3,6,6,3,5,11,0,0,16,17,5,3,0,0,0,1,0,0,0,0,-1593,-15,-3,3,-6,0,-1,2,0,20.2,10.4,9.8,5,4,1,0
14915,16510,259,276,4,7,7,4,3,11,0,0,205,14,2,2,1,2,0,1,0,0,0,0,-1595,-17,-3,3,-8,0,191,0,-1,45,11,34,3,3,0,0
15529,14764,244,262,7,4,4,7,4,5,1,0,17,17,2,1,1,0,1,0,1,0,0,0,765,-18,3,-3,-1,0,0,1,1,18,36.8,-18.8,3,5,-2,1
14222,15033,258,282,3,4,4,3,4,6,1,0,18,15,0,9,0,1,0,1,1,0,0,0,-811,-24,-1,1,-2,0,3,-9,-1,15.2,13.8,1.4,5,2,3,1
15374,15232,252,232,7,6,6,7,7,7,0,1,16,15,0,4,0,0,0,1,0,1,0,0,142,20,1,-1,0,0,1,-4,0,16.8,25.4,-8.6,5,3,2,0
12811,17634,238,288,1,13,13,1,2,9,0,1,10,12,1,4,0,1,0,1,0,1,0,0,-4823,-50,-12,12,-7,0,-2,-3,-1,19.6,35.2,-15.6,3,4,-1,0
13930,14033,293,270,1,3,3,1,0,3,0,0,21,36,2,4,1,0,0,1,0,0,0,0,-103,23,-2,2,-3,0,-15,-2,1,12.8,47,-34.2,4,5,-1,0
15698,14093,278,238,8,4,5,8,5,3,0,0,20,26,2,6,2,0,1,0,0,0,0,0,1605,40,4,-3,2,0,-6,-4,2,78.6,49,29.6,5,4,1,0
14348,16479,268,273,4,7,7,4,1,6,1,0,35,18,5,2,0,1,0,1,1,0,0,0,-2131,-5,-3,3,-5,0,17,3,-1,30.8,14.2,16.6,4,5,-1,1
14262,14487,246,254,3,4,4,3,3,4,0,0,14,41,2,5,1,0,1,0,0,0,0,0,-225,-8,-1,1,-1,0,-27,-3,1,43.8,31,12.8,5,3,2,1
15238,14401,282,295,4,2,2,4,5,2,0,1,14,53,4,1,0,1,1,0,0,1,0,0,837,-13,2,-2,3,0,-39,3,-1,45.8,8.8,37,4,2,2,1
15736,15899,264,255,6,7,7,6,7,8,0,0,16,40,2,3,2,1,1,0,0,0,0,0,-163,9,-1,1,-1,0,-24,-1,1,11.6,25,-13.4,3,2,1,0
15221,15089,245,260,7,6,6,7,4,7,0,0,18,13,1,5,0,0,0,1,0,0,0,0,132,-15,1,-1,-3,0,5,-4,0,32,42,-10,3,4,-1,0
15942,16131,242,265,8,7,7,8,13,13,0,1,15,14,1,2,0,0,0,1,0,1,0,0,-189,-23,1,-1,0,0,1,-1,0,7.8,34.6,-26.8,2,5,-3,0
14202,14621,231,231,5,5,6,5,4,7,0,0,15,20,5,1,0,2,1,0,0,0,0,0,-419,0,0,1,-3,0,-5,4,-2,40.6,50.6,-10,3,4,-1,0
15793,13879,274,264,7,2,3,7,4,3,0,1,16,17,2,3,0,0,1,0,0,1,0,0,1914,10,5,-4,1,0,-1,-1,0,62.2,35.6,26.6,3,5,-2,1
13856,14409,276,275,1,3,3,1,1,3,1,0,18,20,4,4,1,1,0,1,1,0,0,0,-553,1,-2,2,-2,0,-2,0,0,46.4,33.2,13.2,4,4,0,0
15901,13974,262,222,8,4,4,8,10,3,0,0,19,17,5,1,2,0,0,1,0,0,0,0,1927,40,4,-4,7,0,2,4,2,37.8,50.8,-13,4,3,1,1
14658,15222,237,260,5,6,6,5,8,6,0,0,25,15,3,3,0,0,1,0,0,0,0,0,-564,-23,-1,1,2,0,10,0,0,86,60.6,25.4,3,5,-2,0
14481,14781,231,248,5,6,6,5,4,5,0,0,25,19,5,4,0,0,1,0,0,0,0,0,-300,-17,-1,1,-1,0,6,1,0,23.4,19.6,3.8,4,3,1,1
14416,15400,266,247,3,6,6,3,3,6,0,0,14,16,1,4,0,0,1,0,0,0,0,0,-984,19,-3,3,-3,0,-2,-3,0,11.6,18,-6.4,4,4,0,0
15795,13159,303,274,5,1,1,5,8,1,0,0,11,15,3,0,0,0,1,0,0,0,0,0,2636,29,4,-4,7,0,-4,3,0,20,24.6,-4.6,5,5,0,1
16571,15843,236,250,9,8,8,9,12,9,0,0,18,19,10,3,2,0,0,1,0,0,0,0,728,-14,1,-1,3,0,-1,7,2,21.8,18.4,3.4,3,4,-1,0
15871,15192,281,272,6,5,5,6,7,5,0,0,17,11,3,6,1,0,0,1,0,0,0,0,679,9,1,-1,2,0,6,-3,1,111,67.4,43.6,3,4,-1,1
14933,14806,241,264,5,4,4,5,8,3,1,0,14,19,3,1,0,1,0,1,1,0,0,0,127,-23,1,-1,5,0,-5,2,-1,110,9.4,100.6,5,3,2,1
17200,15337,265,249,10,7,7,10,10,7,0,0,16,17,0,2,0,0,1,0,0,0,0,0,1863,16,3,-3,3,0,-1,-2,0,26.6,12.4,14.2,5,3,2,1
15063,16884,243,277,6,9,9,6,6,4,0,0,13,16,2,3,0,1,1,0,0,0,0,0,-1821,-34,-3,3,2,0,-3,-1,-1,88,27,61,5,4,1,0
17751,14682,256,261,13,5,5,13,17,4,0,1,16,17,1,2,0,0,0,1,0,1,0,0,3069,-5,8,-8,13,0,-1,-1,0,108,9.8,98.2,5,2,3,1
14912,15620,249,294,4,5,5,4,4,5,0,1,16,13,1,3,3,2,0,1,0,1,0,0,-708,-45,-1,1,-1,0,3,-2,1,56.6,31.6,25,5,4,1,1
14474,15053,271,259,3,6,6,3,4,6,0,1,8,18,2,0,2,1,0,1,0,1,0,0,-579,12,-3,3,-2,0,-10,2,1,101.4,64.2,37.2,5,5,0,1
16774,15808,234,256,9,7,7,10,13,9,0,0,15,39,2,3,0,2,0,1,0,0,0,0,966,-22,2,-3,4,0,-24,-1,-2,21.8,12,9.8,4,4,0,1
16089,14794,241,258,8,5,5,8,8,3,0,1,16,16,4,4,2,1,1,0,0,1,0,0,1295,-17,3,-3,5,0,0,0,1,168.6,22.8,145.8,5,2,3,1
16511,16068,236,251,9,7,7,9,8,11,0,0,19,19,3,5,0,1,0,1,0,0,0,0,443,-15,2,-2,-3,0,0,-2,-1,19.2,92.2,-73,5,4,1,0
14500,14249,266,258,4,3,3,5,3,2,0,0,16,25,4,2,0,1,1,0,0,0,0,0,251,8,1,-2,1,0,-9,2,-1,60,62.2,-2.2,5,4,1,1
15094,13919,257,242,6,3,3,6,10,7,0,1,19,20,6,4,0,0,0,1,0,1,0,0,1175,15,3,-3,3,0,-1,2,0,18,19,-1,3,4,-1,1
15071,14297,250,250,5,4,4,5,5,4,0,0,17,72,3,3,1,0,1,0,0,0,0,0,774,0,1,-1,1,0,-55,0,1,31.8,26.6,5.2,4,2,2,1
15478,13803,242,231,7,3,3,8,5,4,1,0,18,36,2,3,2,0,1,0,1,0,0,0,1675,11,4,-5,1,0,-18,-1,2,18.4,49.8,-31.4,2,5,-3,1
14566,15799,265,239,4,8,8,5,3,8,1,0,16,18,4,3,0,0,0,1,1,0,0,0,-1233,26,-4,3,-5,0,-2,1,0,16.4,65.8,-49.4,4,3,1,1
14072,14350,254,277,4,3,3,4,3,2,0,1,18,18,1,4,0,0,0,1,0,1,0,0,-278,-23,1,-1,1,0,0,-3,0,19.8,105.4,-85.6,5,5,0,1
13129,16304,277,258,0,8,8,0,0,10,0,0,13,17,5,2,0,0,0,1,0,0,0,0,-3175,19,-8,8,-10,0,-4,3,0,18.2,14.2,4,4,3,1,0
14315,15499,247,263,4,6,6,4,3,7,0,1,38,18,4,2,1,0,0,1,0,1,0,0,-1184,-16,-2,2,-4,0,20,2,1,45,20.2,24.8,4,4,0,1
14778,14642,270,250,4,5,5,4,4,5,0,1,15,67,2,3,1,0,0,1,0,1,0,0,136,20,-1,1,-1,0,-52,-1,1,12.4,14,-1.6,3,3,0,0
15208,14240,272,220,5,5,5,5,7,5,1,0,15,37,5,0,0,0,0,1,1,0,0,0,968,52,0,0,2,0,-22,5,0,32.4,35.8,-3.4,5,5,0,1
16166,14145,311,260,5,2,2,5,5,3,0,0,22,22,2,2,0,1,1,0,0,0,0,0,2021,51,3,-3,2,0,0,0,-1,33.8,56.6,-22.8,3,4,-1,1
15966,13517,276,271,7,2,2,7,7,2,0,0,10,15,2,3,1,1,1,0,0,0,0,0,2449,5,5,-5,5,0,-5,-1,0,46.2,26,20.2,4,4,0,1
12684,16429,256,309,0,5,5,0,0,6,0,0,18,19,1,5,0,1,0,1,0,0,0,0,-3745,-53,-5,5,-6,0,-1,-4,-1,12,20.6,-8.6,4,4,0,0
16025,15281,224,264,9,4,4,9,12,2,0,0,16,15,3,3,2,2,1,0,0,0,0,0,744,-40,5,-5,10,0,1,0,0,99.8,19.6,80.2,2,4,-2,1
14850,14769,251,284,5,3,4,5,4,2,1,0,110,18,4,1,1,1,1,0,1,0,0,0,81,-33,2,-1,2,0,92,3,0,12.4,12,0.4,3,3,0,1
15195,16360,248,244,5,9,9,5,5,10,0,0,14,16,4,4,0,0,0,1,0,0,0,0,-1165,4,-4,4,-5,0,-2,0,0,17,39,-22,5,3,2,1
2556,2577,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-21,-1,0,0,0,0,-1,0,0,23.8,9.8,14,4,3,1,0
14914,15725,291,266,3,6,6,3,5,13,0,0,26,36,1,4,2,0,1,0,0,0,0,0,-811,25,-3,3,-8,0,-10,-3,2,53.4,5.4,48,4,1,3,0
16096,14356,272,270,7,2,2,7,10,4,0,0,32,35,0,2,1,0,1,0,0,0,0,0,1740,2,5,-5,6,0,-3,-2,1,37.2,157.4,-120.2,4,3,1,1
15764,15130,265,252,7,5,5,7,7,7,0,1,16,16,0,2,1,1,1,0,0,1,0,0,634,13,2,-2,0,0,0,-2,0,62.2,17.8,44.4,3,3,0,1
15180,17037,256,238,6,11,11,6,5,6,0,0,17,36,4,3,0,1,0,1,0,0,0,0,-1857,18,-5,5,-1,0,-19,1,-1,16.4,62.6,-46.2,4,5,-1,1
16897,14806,286,270,8,3,3,8,9,3,0,1,17,19,5,4,0,0,1,0,0,1,0,0,2091,16,5,-5,6,0,-2,1,0,24.8,28.8,-4,3,4,-1,1
13530,16128,259,274,2,6,6,2,3,8,0,0,13,17,1,2,0,1,0,1,0,0,0,0,-2598,-15,-4,4,-5,0,-4,-1,-1,68.4,18.2,50.2,3,4,-1,0
15537,13627,284,265,5,2,2,5,6,1,1,0,21,11,5,4,0,1,1,0,1,0,0,0,1910,19,3,-3,5,0,10,1,-1,20.6,57.4,-36.8,4,4,0,1
13619,17338,211,271,4,11,11,4,4,12,0,0,12,120,1,3,0,1,0,1,0,0,0,0,-3719,-60,-7,7,-8,0,-108,-2,-1,23,73.6,-50.6,3,4,-1,0
15194,15007,261,244,5,5,6,5,5,5,0,0,15,16,2,2,0,0,0,1,0,0,0,0,187,17,0,1,0,0,-1,0,0,9.6,71,-61.4,5,3,2,0
14393,15422,273,314,3,3,3,3,4,3,0,0,13,16,2,1,0,1,0,1,0,0,0,0,-1029,-41,0,0,1,0,-3,1,-1,8.4,56.8,-48.4,3,5,-2,0
14378,14999,285,278,2,5,5,2,2,2,1,0,18,17,8,4,0,1,0,1,1,0,0,0,-621,7,-3,3,0,0,1,4,-1,11,15.2,-4.2,4,4,0,0
15589,14758,248,264,7,4,4,7,5,1,0,0,14,18,1,2,1,0,0,1,0,0,0,0,831,-16,3,-3,4,0,-4,-1,1,103,35.6,67.4,4,4,0,1
16503,13011,283,263,7,0,0,7,7,0,0,0,23,43,6,2,1,0,1,0,0,0,0,0,3492,20,7,-7,7,0,-20,4,1,72.8,26.2,46.6,5,4,1,1
14903,15154,266,291,4,4,4,4,3,7,0,1,16,19,5,3,0,0,1,0,0,1,0,0,-251,-25,0,0,-4,0,-3,2,0,35.8,80.6,-44.8,5,4,1,1
14398,14709,261,278,3,3,3,3,5,6,1,0,37,19,3,2,2,1,1,0,1,0,0,0,-311,-17,0,0,-1,0,18,1,1,11.8,13,-1.2,4,5,-1,0
14147,16701,280,274,2,9,9,2,2,6,0,0,16,22,3,4,1,1,0,1,0,0,0,0,-2554,6,-7,7,-4,0,-6,-1,0,21,24,-3,3,4,-1,0
16471,12935,323,258,5,1,1,5,4,3,0,0,18,34,7,3,4,0,1,0,0,0,0,0,3536,65,4,-4,1,0,-16,4,4,15.8,31,-15.2,4,5,-1,1
14964,14318,234,253,6,3,3,6,10,3,0,1,15,12,3,2,1,0,1,0,0,1,0,0,646,-19,3,-3,7,0,3,1,1,33.4,17.4,16,4,3,1,0
13851,15078,259,251,2,5,5,2,3,8,0,1,17,37,4,3,0,0,0,1,0,1,0,0,-1227,8,-3,3,-5,0,-20,1,0,16.8,19.4,-2.6,5,4,1,0
17119,15681,263,263,9,7,7,9,9,3,1,0,14,19,5,4,2,0,0,1,1,0,0,0,1438,0,2,-2,6,0,-5,1,2,31.8,9.8,22,4,2,2,0
14189,14162,298,291,2,1,1,2,2,1,1,0,18,38,4,3,0,2,1,0,1,0,0,0,27,7,1,-1,1,0,-20,1,-2,45.8,38.8,7,5,4,1,0
15831,14258,281,231,6,5,5,6,3,3,0,0,14,16,2,3,1,0,0,1,0,0,0,0,1573,50,1,-1,0,0,-2,-1,1,13.8,71.2,-57.4,4,5,-1,1
15195,15216,251,263,6,5,5,6,5,2,1,0,19,37,2,3,1,2,0,1,1,0,0,0,-21,-12,1,-1,3,0,-18,-1,-1,17,20,-3,3,4,-1,0
15948,16792,278,234,7,10,10,7,1,10,0,0,34,13,5,2,1,0,1,0,0,0,0,0,-844,44,-3,3,-9,0,21,3,1,9.6,18,-8.4,2,5,-3,1
15110,14281,303,308,3,1,1,3,3,1,0,0,16,16,5,8,1,0,0,1,0,0,0,0,829,-5,2,-2,2,0,0,-3,1,18.6,13,5.6,4,4,0,1
14971,14746,285,270,4,4,4,4,1,3,0,1,14,18,3,2,1,0,0,1,0,1,0,0,225,15,0,0,-2,0,-4,1,1,94.2,25.4,68.8,5,4,1,0
12638,16775,240,251,1,10,10,1,0,12,0,0,16,38,1,4,0,0,0,1,0,0,0,0,-4137,-11,-9,9,-12,0,-22,-3,0,62.6,62.2,0.4,2,4,-2,0
16409,17229,243,213,8,12,12,8,11,24,0,1,15,18,4,4,1,0,1,0,0,1,0,0,-820,30,-4,4,-13,0,-3,0,1,20.4,38.6,-18.2,5,4,1,0
14598,15055,285,262,3,5,5,3,1,7,0,1,12,14,4,5,1,1,0,1,0,1,0,0,-457,23,-2,2,-6,0,-2,-1,0,65.8,21,44.8,5,2,3,0
16235,15362,263,267,7,6,6,7,6,7,0,0,19,16,2,6,0,0,0,1,0,0,0,0,873,-4,1,-1,-1,0,3,-4,0,15,12.6,2.4,5,4,1,0
15391,14545,252,245,7,5,5,7,6,3,0,0,35,17,5,7,0,1,1,0,0,0,0,0,846,7,2,-2,3,0,18,-2,-1,20.4,21.8,-1.4,3,3,0,1
14705,14922,226,231,6,6,6,6,6,4,1,0,42,20,1,3,0,2,1,0,1,0,0,0,-217,-5,0,0,2,0,22,-2,-2,11.6,11.8,-0.2,4,2,2,1
15321,15356,266,285,7,5,5,7,6,3,0,0,14,16,1,1,0,1,1,0,0,0,0,0,-35,-19,2,-2,3,0,-2,0,-1,15.6,56.4,-40.8,4,4,0,0
14509,16139,254,238,5,9,9,5,2,10,0,0,14,24,1,3,1,1,1,0,0,0,0,0,-1630,16,-4,4,-8,0,-10,-2,0,27.6,65.2,-37.6,5,5,0,0
16254,15428,242,252,7,7,7,8,10,11,0,0,17,23,3,2,1,0,0,1,0,0,0,0,826,-10,0,-1,-1,0,-6,1,1,11.8,31.2,-19.4,3,3,0,1
12882,17987,235,294,1,12,12,1,0,13,0,1,11,16,2,1,0,1,0,1,0,1,0,0,-5105,-59,-11,11,-13,0,-5,1,-1,34.6,40.4,-5.8,4,5,-1,0
14137,14382,272,258,3,4,4,3,4,6,0,1,13,32,2,2,0,0,0,1,0,1,0,0,-245,14,-1,1,-2,0,-19,0,0,11.6,12,-0.4,4,3,1,0
