matchId,blue_gold,red_gold,blue_cs,red_cs,blue_kills,red_kills,blue_deaths,red_deaths,blue_assists,red_assists,blue_dragons,red_dragons,blue_heralds,red_heralds,blue_wards_placed,red_wards_placed,blue_wards_killed,red_wards_killed,blue_towerplates,red_towerplates,first_blood_blue,first_blood_red,first_dragon_blue,first_dragon_red,first_tower_blue,first_tower_red,frames_used,duration_ms_covered,gold_diff,cs_diff,kill_diff,death_diff,assist_diff,dragon_diff,herald_diff,wards_placed_diff,wards_killed_diff,towerplates_diff
KR_7735645567,17627,16008,266,269,11,7,7,12,12,9,0,0,0,0,13,15,3,1,0,1,0,1,0,0,0,0,10,540220,1619,-3,4,-5,3,0,0,-2,2,-1
KR_7735654660,14494,16945,269,290,3,9,9,5,4,14,0,1,0,0,14,32,4,3,0,0,0,1,0,1,0,0,10,540210,-2451,-21,-6,4,-10,-1,0,-18,1,0
KR_7735664185,15603,12696,278,231,5,1,1,5,10,1,0,1,0,0,17,17,3,3,0,0,0,1,0,1,0,0,10,540224,2907,47,4,-4,9,-1,0,0,0,0
KR_7735673802,15925,15003,273,265,7,5,5,7,8,3,1,0,0,0,18,16,3,6,1,0,1,0,1,0,0,0,10,540268,922,8,2,-2,5,1,0,2,-3,1
KR_7735706857,14409,15711,231,269,5,6,6,5,4,4,0,0,0,0,22,17,2,4,0,1,0,1,0,0,0,0,10,540181,-1302,-38,-1,1,0,0,0,5,-2,-1
KR_7735723094,15217,14332,316,295,4,1,1,4,2,2,0,1,0,0,35,13,3,2,0,1,1,0,0,1,0,0,10,540243,885,21,3,-3,0,-1,0,22,1,-1
KR_7735733621,14043,16768,250,263,3,10,10,3,4,12,0,1,0,0,15,89,3,7,0,2,0,1,0,1,0,0,10,540276,-2725,-13,-7,7,-8,-1,0,-74,-4,-2
KR_7735739942,14986,17652,215,271,6,10,10,6,10,11,0,0,0,0,16,18,4,3,0,2,0,1,0,0,0,0,10,540188,-2666,-56,-4,4,-1,0,0,-2,1,-2
KR_7735761730,15584,15757,282,276,5,7,7,5,3,4,0,0,0,0,14,14,3,5,2,0,0,1,0,0,0,0,10,540241,-173,6,-2,2,-1,0,0,0,-2,2
KR_7735800491,18294,13420,276,244,11,3,3,11,16,1,1,0,0,0,17,15,2,2,3,0,1,0,1,0,0,0,10,540185,4874,32,8,-8,15,1,0,2,0,3
KR_7735803430,14161,14109,253,269,3,2,2,3,7,4,0,1,0,0,16,96,4,7,0,1,1,0,0,1,0,0,10,540250,52,-16,1,-1,3,-1,0,-80,-3,-1
KR_7735822915,14489,15890,253,280,4,6,6,4,5,5,0,0,0,0,11,20,5,1,0,1,1,0,0,0,0,0,10,540262,-1401,-27,-2,2,0,0,0,-9,4,-1
KR_7735854657,14744,16829,253,257,4,9,9,4,3,11,0,0,0,0,14,20,3,1,1,2,1,0,0,0,0,0,10,540290,-2085,-4,-5,5,-8,0,0,-6,2,-1
KR_7735861959,15478,14942,267,258,5,5,5,5,6,5,0,1,0,0,14,15,2,3,0,0,1,0,0,1,0,0,10,540230,536,9,0,0,1,-1,0,-1,-1,0
KR_7735865130,2884,2515,0,0,1,0,0,1,2,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,3,100894,369,0,1,-1,2,0,0,0,0,0
KR_7735867345,16874,15578,273,260,10,6,6,10,13,5,0,1,0,0,13,26,5,2,0,0,1,0,0,1,0,0,10,540234,1296,13,4,-4,8,-1,0,-13,3,0
KR_7735871789,14604,16701,253,264,4,7,7,4,9,6,0,0,0,0,52,18,4,1,0,1,1,0,0,0,0,0,10,540265,-2097,-11,-3,3,3,0,0,34,3,-1
KR_7735897573,14682,14160,189,232,8,4,4,8,6,4,0,0,0,0,15,35,4,3,1,0,0,1,0,0,0,0,10,540223,522,-43,4,-4,2,0,0,-20,1,1
KR_7735898286,15395,15135,264,280,6,4,4,6,9,4,1,0,0,0,14,13,3,4,1,0,1,0,1,0,0,0,10,540214,260,-16,2,-2,5,1,0,1,-1,1
KR_7735940538,15539,14495,272,269,5,4,4,5,6,6,0,1,0,0,16,23,3,3,1,1,1,0,0,1,0,0,10,540268,1044,3,1,-1,0,-1,0,-7,0,0
KR_7735941537,15623,14336,278,264,5,3,3,5,5,4,0,1,0,0,14,16,6,4,0,0,1,0,0,1,0,0,10,540255,1287,14,2,-2,1,-1,0,-2,2,0
KR_7735956334,14857,15609,250,261,4,6,6,4,5,4,0,0,0,0,21,17,2,5,0,1,0,1,0,0,0,0,10,540244,-752,-11,-2,2,1,0,0,4,-3,-1
KR_7735969027,14467,15293,285,252,4,5,5,4,2,8,1,0,0,0,18,21,5,1,0,1,0,1,1,0,0,0,10,540216,-826,33,-1,1,-6,1,0,-3,4,-1
KR_7735970769,15021,14386,283,262,5,3,3,5,3,4,1,0,0,0,14,12,0,2,1,3,0,1,1,0,0,0,10,540174,635,21,2,-2,-1,1,0,2,-2,-2
KR_7736002429,15542,13871,301,273,4,2,2,4,4,3,1,0,0,0,124,16,1,2,1,0,0,1,1,0,0,0,10,540213,1671,28,2,-2,1,1,0,108,-1,1
KR_7736006308,15389,15841,241,223,6,8,8,6,12,14,0,0,0,0,37,19,2,3,1,0,0,1,0,0,0,0,10,540198,-452,18,-2,2,-2,0,0,18,-1,1
KR_7736022860,15486,14256,248,254,7,3,3,7,8,3,0,0,0,0,16,34,4,3,0,0,1,0,0,0,0,0,10,540224,1230,-6,4,-4,5,0,0,-18,1,0
KR_7736025128,16226,14127,273,251,8,4,4,9,6,3,0,0,0,0,14,17,4,5,1,0,0,1,0,0,0,0,10,540193,2099,22,4,-5,3,0,0,-3,-1,1
KR_7736070987,13693,14697,231,207,3,7,7,3,2,6,0,0,0,0,24,16,3,4,0,1,0,1,0,0,0,0,10,540206,-1004,24,-4,4,-4,0,0,8,-1,-1
KR_7736073373,15832,15163,272,268,6,5,5,7,4,8,0,1,0,0,20,16,3,4,2,0,0,1,0,1,0,0,10,540089,669,4,1,-2,-4,-1,0,4,-1,2
KR_7736083736,15385,15826,251,264,6,7,7,6,5,6,0,1,0,0,12,12,2,3,0,0,0,1,0,1,0,0,10,540217,-441,-13,-1,1,-1,-1,0,0,-1,0
KR_7736090438,15017,14276,270,244,5,5,5,5,5,3,0,0,0,0,17,22,3,6,1,0,1,0,0,0,0,0,10,540248,741,26,0,0,2,0,0,-5,-3,1
KR_7736108021,15149,13802,247,293,6,2,2,6,7,0,0,0,0,0,41,16,1,5,0,0,0,1,0,0,0,0,10,540192,1347,-46,4,-4,7,0,0,25,-4,0
KR_7736108119,16144,14469,259,252,6,5,5,6,10,3,0,1,0,0,38,17,3,2,2,2,0,1,0,1,0,0,10,540270,1675,7,1,-1,7,-1,0,21,1,0
KR_7736112037,15676,15450,313,287,4,5,5,5,5,6,1,0,0,0,16,16,1,1,0,0,0,1,1,0,0,0,10,540192,226,26,-1,0,-1,1,0,0,0,0
KR_7736134818,15947,12771,311,259,5,0,0,5,8,0,0,0,0,0,38,47,4,2,1,0,1,0,0,0,0,0,10,540209,3176,52,5,-5,8,0,0,-9,2,1
KR_7736160633,14974,15427,283,258,3,6,6,3,2,7,0,0,0,0,13,20,3,1,2,2,0,1,0,0,0,0,10,540215,-453,25,-3,3,-5,0,0,-7,2,0
KR_7736183691,16009,14332,255,255,9,3,3,9,8,3,0,0,0,0,18,15,3,3,0,0,1,0,0,0,0,0,10,540244,1677,0,6,-6,5,0,0,3,0,0
KR_7736191327,15310,18308,256,251,5,13,13,5,7,15,0,1,0,0,178,17,3,3,1,1,0,1,0,1,0,0,10,540177,-2998,5,-8,8,-8,-1,0,161,0,0
KR_7736196412,16120,13584,272,274,8,1,1,8,14,2,0,0,0,0,17,48,2,1,0,0,1,0,0,0,0,0,10,540240,2536,-2,7,-7,12,0,0,-31,1,0
KR_7736226069,15767,14996,273,273,6,5,5,7,8,5,0,0,0,0,15,17,2,4,0,0,0,1,0,0,0,0,10,540194,771,0,1,-2,3,0,0,-2,-2,0
KR_7736232542,16420,15664,244,254,9,7,7,9,12,6,0,1,0,0,17,109,0,3,0,1,0,1,0,1,0,0,10,540280,756,-10,2,-2,6,-1,0,-92,-3,-1
KR_7736232830,14121,14821,231,257,4,5,5,4,5,7,0,1,0,0,11,17,5,2,0,1,1,0,0,1,0,0,10,540258,-700,-26,-1,1,-2,-1,0,-6,3,-1
KR_7736250801,14143,15294,282,269,2,5,5,2,4,8,1,0,0,0,15,15,3,3,0,2,0,1,1,0,0,0,10,540232,-1151,13,-3,3,-4,1,0,0,0,-2
KR_7736263579,13947,13669,268,303,2,0,0,2,2,0,0,0,0,0,17,16,0,2,0,1,1,0,0,0,0,0,10,540230,278,-35,2,-2,2,0,0,1,-2,-1
KR_7736278805,16678,15292,247,266,11,5,5,11,8,3,0,0,0,0,18,19,2,2,1,0,1,0,0,0,0,0,10,540163,1386,-19,6,-6,5,0,0,-1,0,1
KR_7736288322,15813,15199,221,256,9,6,6,9,7,5,0,0,0,0,17,12,4,0,0,0,1,0,0,0,0,0,10,540290,614,-35,3,-3,2,0,0,5,4,0
KR_7736290024,15940,15895,234,232,9,8,8,9,10,11,0,0,0,0,22,16,0,3,0,1,1,0,0,0,0,0,10,540244,45,2,1,-1,-1,0,0,6,-3,-1
KR_7736300822,17195,15372,259,266,11,4,4,11,11,7,1,0,0,0,24,16,0,2,0,1,0,1,1,0,0,0,10,540203,1823,-7,7,-7,4,1,0,8,-2,-1
KR_7736308937,13542,16014,251,279,2,6,6,2,4,8,0,0,0,0,18,37,2,6,0,1,0,1,0,0,0,0,10,540209,-2472,-28,-4,4,-4,0,0,-19,-4,-1
KR_7736386360,14247,17066,252,291,4,7,7,4,4,11,1,0,0,0,16,19,3,5,0,2,0,1,1,0,0,0,10,540267,-2819,-39,-3,3,-7,1,0,-3,-2,-2
KR_7736399996,13994,16402,276,277,3,7,7,3,1,6,0,0,0,0,17,16,3,3,1,1,0,1,0,0,0,0,10,540250,-2408,-1,-4,4,-5,0,0,1,0,0
KR_7736432371,13473,15538,244,286,3,5,5,3,1,6,0,0,0,0,37,16,5,5,0,0,0,1,0,0,0,0,10,540249,-2065,-42,-2,2,-5,0,0,21,0,0
KR_7736490112,15772,16712,247,262,7,8,8,8,9,9,1,0,0,0,21,16,2,1,0,3,0,1,1,0,0,0,10,540179,-940,-15,-1,0,0,1,0,5,1,-3
KR_7736508816,2773,2756,7,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,113617,17,0,0,0,0,0,0,0,0,0
KR_7736523837,14420,16705,267,280,4,7,7,4,2,10,0,0,0,0,17,29,6,4,0,2,0,1,0,0,0,0,10,540225,-2285,-13,-3,3,-8,0,0,-12,2,-2
KR_7736529116,14681,16238,268,278,4,7,7,4,4,8,0,0,0,0,17,35,4,5,0,2,0,1,0,0,0,0,10,540230,-1557,-10,-3,3,-4,0,0,-18,-1,-2
KR_7736541578,16111,16685,214,261,10,9,9,10,10,5,0,0,0,0,9,17,2,0,0,1,1,0,0,0,0,0,10,540201,-574,-47,1,-1,5,0,0,-8,2,-1
KR_7736543883,16600,16672,247,248,8,9,10,8,11,17,0,1,0,0,14,17,3,4,1,2,1,0,0,1,0,0,10,540250,-72,-1,-1,2,-6,-1,0,-3,-1,-1
KR_7736549642,14024,16430,230,267,3,8,8,3,3,8,0,1,0,0,12,12,3,1,2,1,0,1,0,1,0,0,10,540254,-2406,-37,-5,5,-5,-1,0,0,2,1
KR_7736567600,15693,15487,241,229,8,7,7,8,5,10,0,0,0,0,13,35,4,1,2,3,0,1,0,0,0,0,10,540243,206,12,1,-1,-5,0,0,-22,3,-1
KR_7736605011,16742,14543,270,242,8,4,4,8,8,4,0,1,0,0,11,28,2,2,1,1,0,1,0,1,0,0,10,540084,2199,28,4,-4,4,-1,0,-17,0,0
KR_7736607447,14201,15103,247,265,4,4,4,4,3,5,1,0,0,0,15,12,1,0,1,0,1,0,1,0,0,0,10,540222,-902,-18,0,0,-2,1,0,3,1,1
KR_7736609763,14169,15497,257,264,4,5,5,5,1,6,0,1,0,0,13,12,0,1,0,3,1,0,0,1,0,0,10,540214,-1328,-7,-1,0,-5,-1,0,1,-1,-3
KR_7736609930,16350,15995,249,255,7,10,10,7,7,14,0,0,0,0,19,17,2,1,0,0,0,1,0,0,0,0,10,540241,355,-6,-3,3,-7,0,0,2,1,0
KR_7736631758,14491,15453,206,246,6,7,7,6,4,8,1,0,0,0,13,20,2,0,1,0,0,1,1,0,0,0,10,540275,-962,-40,-1,1,-4,1,0,-7,2,1
KR_7736642841,14642,14303,256,246,5,4,4,5,1,4,0,0,0,0,20,16,2,5,1,0,0,1,0,0,0,0,10,540253,339,10,1,-1,-3,0,0,4,-3,1
KR_7736656444,16149,14242,283,249,7,4,4,7,5,8,0,0,0,0,13,13,3,2,0,0,1,0,0,0,0,0,10,540174,1907,34,3,-3,-3,0,0,0,1,0
KR_7736662047,13673,18065,263,274,2,12,12,2,1,10,0,1,0,0,13,16,2,3,0,1,0,1,0,1,0,0,10,540239,-4392,-11,-10,10,-9,-1,0,-3,-1,-1
KR_7736694042,14609,17043,241,268,5,8,8,5,4,11,0,0,0,0,11,29,3,4,0,1,1,0,0,0,0,0,10,540221,-2434,-27,-3,3,-7,0,0,-18,-1,-1
KR_7736703455,13993,14697,247,269,3,3,3,3,4,3,0,1,0,0,16,39,2,2,0,1,1,0,0,1,0,0,10,540239,-704,-22,0,0,1,-1,0,-23,0,-1
KR_7736704775,15723,14707,294,287,5,3,3,5,3,6,0,1,0,0,105,21,4,3,1,0,1,0,0,1,0,0,10,540088,1016,7,2,-2,-3,-1,0,84,1,1
KR_7736731624,14464,14937,253,264,5,5,5,5,3,1,0,0,0,0,14,13,4,5,0,2,1,0,0,0,0,0,10,540232,-473,-11,0,0,2,0,0,1,-1,-2
KR_7736735729,14914,15984,271,271,4,6,6,4,4,6,0,0,0,0,15,15,3,1,0,1,0,1,0,0,0,0,10,540214,-1070,0,-2,2,-2,0,0,0,2,-1
KR_7736738717,13574,16000,255,241,2,7,7,2,2,7,0,0,0,0,14,13,0,6,1,0,0,1,0,0,0,0,10,540230,-2426,14,-5,5,-5,0,0,1,-6,1
KR_7736771774,15225,14703,259,246,7,5,5,7,5,5,0,0,0,0,15,12,1,3,0,0,1,0,0,0,0,0,10,540206,522,13,2,-2,0,0,0,3,-2,0
KR_7736783697,16186,16849,261,260,7,9,9,7,7,12,0,0,0,0,16,16,3,4,0,0,0,1,0,0,0,0,10,540197,-663,1,-2,2,-5,0,0,0,-1,0
KR_7736788501,15662,14741,274,253,6,5,5,6,4,4,0,1,0,0,17,39,2,1,0,0,0,1,0,1,0,0,10,540227,921,21,1,-1,0,-1,0,-22,1,0
KR_7736789428,13961,17904,249,268,2,12,12,2,2,17,0,0,0,0,13,39,3,2,1,1,0,1,0,0,0,0,10,540289,-3943,-19,-10,10,-15,0,0,-26,1,0
KR_7736847274,16469,15631,240,264,7,6,6,7,9,6,0,0,0,0,13,16,2,1,1,0,1,0,0,0,0,0,10,540221,838,-24,1,-1,3,0,0,-3,1,1
KR_7736856714,16370,15474,259,250,8,8,8,8,8,4,0,0,0,0,15,15,6,1,0,1,1,0,0,0,0,0,10,540229,896,9,0,0,4,0,0,0,5,-1
KR_7736857426,13698,13632,276,260,3,2,2,3,0,1,0,0,0,0,13,23,1,4,1,0,0,1,0,0,0,0,10,540218,66,16,1,-1,-1,0,0,-10,-3,1
KR_7736862006,13784,15667,263,275,2,5,5,2,2,3,0,1,0,0,38,21,5,4,0,3,0,1,0,1,0,0,10,540234,-1883,-12,-3,3,-1,-1,0,17,1,-3
KR_7736904557,16741,15881,265,243,9,7,7,9,8,7,0,0,0,0,16,16,2,3,2,0,1,0,0,0,0,0,10,540228,860,22,2,-2,1,0,0,0,-1,2
KR_7736931110,16358,15441,241,243,8,8,8,8,8,5,0,1,0,0,16,12,2,2,1,2,0,1,0,1,0,0,10,540297,917,-2,0,0,3,-1,0,4,0,-1
KR_7736942593,15199,14254,264,256,5,3,3,5,2,4,0,1,0,0,16,16,2,4,1,2,1,0,0,1,0,0,10,540233,945,8,2,-2,-2,-1,0,0,-2,-1
KR_7736951288,15520,15024,258,245,6,6,6,6,5,4,0,1,0,0,33,15,1,2,1,0,0,1,0,1,0,0,10,540253,496,13,0,0,1,-1,0,18,-1,1
KR_7736967347,15039,14637,265,276,5,4,4,5,4,2,0,1,0,0,28,14,3,1,0,1,1,0,0,1,0,0,10,540253,402,-11,1,-1,2,-1,0,14,2,-1
KR_7737034432,14974,12762,279,266,5,0,0,5,4,0,0,0,0,0,15,15,4,3,0,0,1,0,0,0,0,0,10,540174,2212,13,5,-5,4,0,0,0,1,0
KR_7737035060,15800,15647,261,290,7,5,5,7,6,3,0,0,0,0,13,13,2,2,1,1,1,0,0,0,0,0,10,540205,153,-29,2,-2,3,0,0,0,0,0
KR_7737092319,14677,16016,259,265,5,7,7,5,4,6,0,0,0,0,18,14,4,1,0,1,1,0,0,0,0,0,10,540250,-1339,-6,-2,2,-2,0,0,4,3,-1
KR_7737169126,15738,14484,263,263,6,4,4,6,7,5,0,0,0,0,32,16,3,3,0,0,1,0,0,0,0,0,10,540221,1254,0,2,-2,2,0,0,16,0,0
KR_7737188087,14580,16574,273,275,3,8,8,3,2,13,1,0,0,0,16,22,6,4,0,0,1,0,1,0,0,0,10,540196,-1994,-2,-5,5,-11,1,0,-6,2,0
KR_7737198245,15077,15749,273,294,5,5,5,5,5,5,0,0,0,0,16,15,1,3,0,0,1,0,0,0,0,0,10,540204,-672,-21,0,0,0,0,0,1,-2,0
KR_7737203555,15136,15102,277,263,4,5,5,4,3,8,0,0,0,0,23,16,4,2,1,0,0,1,0,0,0,0,10,540173,34,14,-1,1,-5,0,0,7,2,1
KR_7737210146,16766,16156,266,269,9,7,7,9,8,8,0,1,0,0,8,13,2,1,1,0,0,1,0,1,0,0,10,540234,610,-3,2,-2,0,-1,0,-5,1,1
KR_7737246885,17100,14348,276,267,9,3,3,9,11,5,1,0,0,0,21,17,5,2,1,0,1,0,1,0,0,0,10,540244,2752,9,6,-6,6,1,0,4,3,1
KR_7737257670,15356,16963,246,225,6,11,11,6,4,14,1,0,0,0,34,42,2,3,1,1,1,0,1,0,0,0,10,540212,-1607,21,-5,5,-10,1,0,-8,-1,0
KR_7737259964,17907,15225,259,234,12,4,4,12,16,10,0,1,0,0,16,16,4,1,2,2,1,0,0,1,0,0,10,540254,2682,25,8,-8,6,-1,0,0,3,0
KR_7737271579,17543,13327,279,241,6,2,2,6,6,2,0,0,0,0,16,18,4,5,6,0,0,1,0,0,1,0,10,540236,4216,38,4,-4,4,0,0,-2,-1,6
KR_7737320469,14549,15450,246,269,4,5,5,4,4,10,0,0,0,0,19,113,4,4,0,0,1,0,0,0,0,0,10,540230,-901,-23,-1,1,-6,0,0,-94,0,0
KR_7737322274,14368,15075,276,241,3,6,6,3,1,9,0,1,0,0,16,14,4,1,0,1,0,1,0,1,0,0,10,540266,-707,35,-3,3,-8,-1,0,2,3,-1
KR_7737346158,13750,15284,284,289,1,4,4,3,1,9,0,0,0,0,18,14,2,6,0,0,0,1,0,0,0,0,10,540114,-1534,-5,-3,1,-8,0,0,4,-4,0
KR_7737357278,14291,17205,261,289,4,9,9,4,1,10,0,0,0,0,16,14,4,4,0,1,0,1,0,0,0,0,10,540216,-2914,-28,-5,5,-9,0,0,2,0,-1
KR_7737365738,14500,13536,276,278,3,1,1,3,5,1,0,0,0,0,18,15,2,4,0,1,1,0,0,0,0,0,10,540209,964,-2,2,-2,4,0,0,3,-2,-1
KR_7737385902,15829,17371,257,234,7,12,12,7,11,21,0,0,0,0,18,20,2,4,1,1,1,0,0,0,0,0,10,540196,-1542,23,-5,5,-10,0,0,-2,-2,0
KR_7737386420,16113,15803,249,267,7,8,8,7,15,8,0,1,0,0,15,14,2,2,1,0,0,1,0,1,0,0,10,540118,310,-18,-1,1,7,-1,0,1,0,1
KR_7737403013,18320,15715,254,231,13,7,7,13,13,8,0,0,0,0,14,31,6,3,0,2,1,0,0,0,0,0,10,540213,2605,23,6,-6,5,0,0,-17,3,-2
KR_7737428219,16602,15677,266,259,8,6,6,8,11,7,0,0,0,0,32,12,2,4,1,2,0,1,0,0,0,0,10,540256,925,7,2,-2,4,0,0,20,-2,-1
KR_7737448071,15085,13304,276,288,5,0,0,5,3,0,0,0,0,0,76,14,5,4,0,1,1,0,0,0,0,0,10,540201,1781,-12,5,-5,3,0,0,62,1,-1
KR_7737468288,16918,15338,291,262,8,5,5,8,15,9,0,0,0,0,32,16,3,2,1,2,1,0,0,0,0,0,10,540190,1580,29,3,-3,6,0,0,16,1,-1
KR_7737474411,15856,14659,291,295,5,3,3,5,6,5,0,0,0,0,13,16,6,3,0,0,0,1,0,0,0,0,10,540242,1197,-4,2,-2,1,0,0,-3,3,0
KR_7737497678,13482,14028,263,225,2,5,5,2,2,4,1,0,0,0,13,127,3,2,0,0,0,1,1,0,0,0,10,540215,-546,38,-3,3,-2,1,0,-114,1,0
KR_7737509823,14323,16283,240,257,3,8,8,3,4,13,0,0,0,0,26,184,0,2,0,0,0,1,0,0,0,0,10,540230,-1960,-17,-5,5,-9,0,0,-158,-2,0
KR_7737511432,15245,14125,269,283,5,2,3,5,5,2,1,0,0,0,20,16,3,4,2,0,1,0,1,0,0,0,10,540227,1120,-14,3,-2,3,1,0,4,-1,2
KR_7737528084,13971,15271,254,290,3,5,5,3,3,10,0,0,0,0,21,15,2,3,0,0,1,0,0,0,0,0,10,540225,-1300,-36,-2,2,-7,0,0,6,-1,0
KR_7737528537,14297,19183,202,260,6,15,15,6,6,17,0,0,0,0,20,35,2,3,0,0,0,1,0,0,0,0,10,540229,-4886,-58,-9,9,-11,0,0,-15,-1,0
KR_7737555531,15736,14438,298,312,5,2,2,6,8,1,1,0,0,0,21,17,6,5,1,0,1,0,1,0,0,0,10,540220,1298,-14,3,-4,7,1,0,4,1,1
KR_7737573478,16550,14459,295,276,7,3,3,7,3,3,0,0,0,0,15,17,6,1,2,0,1,0,0,0,0,0,10,540115,2091,19,4,-4,0,0,0,-2,5,2
KR_7737587608,13368,14907,235,291,2,4,4,2,3,3,0,0,0,0,39,23,2,2,0,0,0,1,0,0,0,0,10,540256,-1539,-56,-2,2,0,0,0,16,0,0
KR_7737596719,3789,4414,28,44,0,1,1,0,0,1,0,0,0,0,6,2,0,0,0,0,0,1,0,0,0,0,4,159592,-625,-16,-1,1,-1,0,0,4,0,0
KR_7737625068,15951,14052,255,243,8,3,3,8,4,5,0,0,0,0,15,15,1,0,0,1,1,0,0,0,0,0,10,540228,1899,12,5,-5,-1,0,0,0,1,-1
KR_7737625745,17701,14488,252,263,12,3,3,12,16,6,0,1,0,0,19,17,4,5,1,0,1,0,0,1,0,0,10,540275,3213,-11,9,-9,10,-1,0,2,-1,1
KR_7737636390,17325,13347,277,270,9,1,1,9,12,2,0,0,0,0,14,104,4,5,0,0,1,0,0,0,0,0,10,540315,3978,7,8,-8,10,0,0,-90,-1,0
KR_7737642647,16300,14808,259,248,7,5,5,7,7,5,0,0,0,0,19,23,2,6,0,0,0,1,0,0,0,0,10,540267,1492,11,2,-2,2,0,0,-4,-4,0
KR_7737646040,14866,16192,244,272,5,9,9,5,5,11,0,0,0,0,16,13,4,8,1,0,0,1,0,0,0,0,10,540212,-1326,-28,-4,4,-6,0,0,3,-4,1
KR_7737662226,14870,13068,298,270,2,0,0,2,2,0,0,0,0,0,11,15,3,1,2,1,1,0,0,0,0,0,10,540244,1802,28,2,-2,2,0,0,-4,2,1
KR_7737680723,15538,14663,265,228,6,6,6,6,8,8,0,0,0,0,25,18,4,1,0,0,0,1,0,0,0,0,10,540246,875,37,0,0,0,0,0,7,3,0
KR_7737693803,13746,18166,206,268,3,12,12,3,5,18,1,0,0,0,18,42,1,8,1,5,0,1,1,0,0,0,10,540236,-4420,-62,-9,9,-13,1,0,-24,-7,-4
KR_7737701419,14598,15497,256,291,4,5,5,4,3,2,1,0,0,0,14,19,2,2,1,1,0,1,1,0,0,0,10,540235,-899,-35,-1,1,1,1,0,-5,0,0
KR_7737702038,15858,13393,268,255,6,1,2,6,8,2,1,0,0,0,17,57,4,2,1,1,1,0,1,0,0,0,10,540247,2465,13,5,-4,6,1,0,-40,2,0
KR_7737727424,14619,15542,286,300,3,3,3,3,4,6,0,0,0,0,15,15,2,3,1,1,1,0,0,0,0,0,10,540180,-923,-14,0,0,-2,0,0,0,-1,0
KR_7737728129,14388,16992,241,309,5,7,7,6,8,8,0,1,0,0,16,15,2,6,0,3,0,1,0,1,0,0,10,540220,-2604,-68,-2,1,0,-1,0,1,-4,-3
KR_7737737771,15409,13694,294,298,4,1,1,4,8,0,0,0,0,0,18,16,2,4,0,0,1,0,0,0,0,0,10,540222,1715,-4,3,-3,8,0,0,2,-2,0
KR_7737747266,13613,13673,235,292,3,1,2,3,6,0,0,1,0,0,41,23,3,3,0,0,0,1,0,1,0,0,10,540111,-60,-57,2,-1,6,-1,0,18,0,0
KR_7737748271,15853,14375,249,228,8,5,5,8,18,7,1,0,0,0,18,16,6,3,0,1,0,1,1,0,0,0,10,540263,1478,21,3,-3,11,1,0,2,3,-1
KR_7737760816,18991,16372,272,243,15,8,8,15,17,7,0,1,0,0,15,21,1,1,1,0,1,0,0,1,0,0,10,540234,2619,29,7,-7,10,-1,0,-6,0,1
KR_7737762238,14837,15748,236,269,6,6,6,6,5,6,0,1,0,0,14,20,8,1,0,1,0,1,0,1,0,0,10,540175,-911,-33,0,0,-1,-1,0,-6,7,-1
KR_7737762753,17140,14469,258,230,10,4,4,10,15,2,0,0,0,0,18,12,0,0,1,1,1,0,0,0,0,0,10,540264,2671,28,6,-6,13,0,0,6,0,0
KR_7737771396,13618,15072,264,287,2,5,5,2,2,7,0,1,0,0,32,25,3,5,0,0,0,1,0,1,0,0,10,540196,-1454,-23,-3,3,-5,-1,0,7,-2,0
KR_7737793856,13484,13492,292,286,0,1,1,0,0,0,0,1,0,0,16,17,5,3,0,0,0,1,0,1,0,0,10,540235,-8,6,-1,1,0,-1,0,-1,2,0
KR_7737809863,15095,16097,223,288,6,4,4,6,9,5,0,0,0,0,16,29,2,6,1,2,1,0,0,0,0,0,10,540267,-1002,-65,2,-2,4,0,0,-13,-4,-1
KR_7737813168,16249,13769,258,246,9,3,3,9,7,2,1,0,0,0,14,13,3,1,1,0,1,0,1,0,0,0,10,540225,2480,12,6,-6,5,1,0,1,2,1
KR_7737827071,16211,15200,278,262,7,5,5,7,9,6,0,0,0,0,15,18,4,5,0,1,0,1,0,0,0,0,10,540240,1011,16,2,-2,3,0,0,-3,-1,-1
KR_7737844193,14423,14852,276,273,4,4,4,4,5,8,1,0,0,0,20,12,5,1,0,0,1,0,1,0,0,0,10,540241,-429,3,0,0,-3,1,0,8,4,0
KR_7737866929,15258,15114,269,211,5,7,7,5,6,7,0,1,0,0,17,21,2,2,0,0,1,0,0,1,0,0,10,540219,144,58,-2,2,-1,-1,0,-4,0,0
KR_7737877653,16285,14621,260,216,7,6,6,7,12,5,0,0,0,0,18,14,4,6,0,1,1,0,0,0,0,0,10,540220,1664,44,1,-1,7,0,0,4,-2,-1
KR_7737880792,12901,14457,248,268,1,4,4,1,0,1,0,0,0,0,17,18,2,3,0,0,0,1,0,0,0,0,10,540194,-1556,-20,-3,3,-1,0,0,-1,-1,0
KR_7737899808,16052,16690,260,267,8,9,9,8,8,13,0,0,0,0,16,28,4,1,1,1,1,0,0,0,0,0,10,540245,-638,-7,-1,1,-5,0,0,-12,3,0
KR_7737907126,14676,14389,284,249,3,5,5,3,4,4,0,1,0,0,14,114,4,1,0,0,1,0,0,1,0,0,10,540224,287,35,-2,2,0,-1,0,-100,3,0
